Title,DOI
Morphological characterization of changes in experimental animals arising as a result of constant action of a  DC magnetic field,10.1136/annrheumdis-2018-eular.3719
Differential modulation of natural a nd adaptive immunity in Fischer rats exposed for 6 weeks to 60 Hz linear sinusoidal continuous -wave magnetic fields,10.1002/(sici)1521-186x(1996)17:5<373::aid-bem4>3.0.co;2-0
Alterations and fractional recovery of chick embryos exposed to  electromagnetic fields,10.1109/iembs.1990.691897
Oriented mound building in the ant,10.1093/ee/3.4.667
Measurement of cytosolic free Ca++ with Quin2,10.1016/s0076-6879(89)72017-6
Effect of magnetic fields on the chromosome set and cell division,10.5005/jp/books/12003_2
E lectroconformational coupling: how membrane -bound ATPase transduces energy from dynamic electric fields,10.1146/annurev.ph.50.030188.001421
Deciphering the language of cells,10.1016/0968-0004(89)90127-8
Electrical modulation of membrane proteins,10.1016/j.bpj.2017.11.3327
Carcinogens on regeneration,10.1111/j.1432-0436.1981.tb01155.x
Effects of carcino gens on regenerating and non -regenerating limbs in amphibia,10.1016/0076-6879(90)90023-t
Limb regeneration in newts with spontaneous skin cancer,10.1139/z84-392
Tests for human perception of 60 -Hz moderate strength magnetic fields,10.1109/tbme.1978.326284
The onset of electrical communication between cells in the developing starfish embryo,10.1083/jcb.46.1.187
Intercellular permeabilit y in the early Asterias  embryo,10.1007/978-1-4684-2283-2_9
Effects of magnetic resonance imaging on eye development in the C57BL/6J mouse,10.1002/tera.1420430310
Pulse Shape of magnetic fields influences chick embryogenesis,10.1002/jcb.2400510406
A 50 Hz magne tic field blocks melatonin -induced enhancement of junctional transfer in normal C3H/10T1/2 cells,10.1093/carcin/16.12.2945
Embryonic development of frogs under strong DC magnetic fields,10.1109/tmag.1984.1063262
electrical emissions in Gymnotus carapo and their relation to social behavior,10.1163/156853970x00196
Behavior of macrophage cultures in homogenous static magnetic fields,10.1016/j.micron.2004.12.009
Intra - and extracellular electric fields of v itellogenic polytrophic insect follicles,10.2307/1541655
Raman spectroscopic evidence for structural changes in poly -L-lysine induced by an approximately 50 mT static magnetic field,10.1002/(sici)1521-186x(1996)17:1<33::aid-bem4>3.0.co;2-7
Delayed luminescence of air -dry soybean seeds as a measure of their viability,10.1111/j.1399-3054.1985.tb08679.x
Changes in electron spin resonance signals of rat liver during chemical carcinogenesis,10.1038/2071246a0
A novel field generator for magnetic stimulation in cell culture ex periments,10.1177/039139889702000609
Weak combined magnetic field effects basic and morphine -induced rat's EEG,10.1016/s0006-8993(97)01228-6
Microbiology,10.2307/1297299
Orientation of homing pigeons altered by a change in direction of applied magnetic field,10.1126/science.184.4133.180
Magnetic fields and the orientation of homing pigeons under sun,10.1242/jeb.70.1.105
Circulating electric currents between acid and alkaline zones associated with HCO 3- assimilation in Chara,10.1093/jxb/28.5.1190
Conditioned respo nding to magnetic fields by honeybees,10.1007/bf00611096
Experimental and correlational studies of responses to magnetic field stimuli by different species,10.1007/978-3-642-71526-6_33
Conditioning Analysis of  Magnetoreception in Honeybees,10.1002/bem.2250100305
Learned magnetic field discrimination in yellowfin tuna,10.1007/bf00610853
Structure and function of the vertebrate magnetic sense,10.1038/37057
Electronic acceleration of the rate of fracture he aling in the primate metatarsal,10.1016/b978-0-323-39253-2.50218-4
Information transfer by mean s of electric biofields,10.1109/20.717816
Geomagnetic polarity changes and faunal extinction in the south ern ocean,10.1126/science.156.3778.1083
Effect of electric fields on growth rate of embryonic chick tibia in vitro,10.1038/254331a0
The response of living cells to very weak electric fields: the thermal noise limit,10.1126/science.2300806
Organismic responses to differences in weak horizontal electrostatic fields,10.2307/1539274
A comparative study of the membrane potential from before fertilization through early cleavage in two frogs,10.1016/0300-9629(85)90701-7
Parasexual hybridization of yeasts by electrical field simulated fusion of protoplasts,10.1007/bf00365696
Inhibition of tumor growth by the use of non -homogeneous magnetic  f ields,10.1002/1097-0142(197108)28:2<340::aid-cncr2820280213>3.0.co;2-e
Perception of the geomagnetic field in the fly,10.1007/bf02114135
Changes in levels of c-myc and histone H2B following exposure  of cells to low -frequency sinusoidal (c) Michael Levin 2011electromagnetic fields: evidence for a window effect,10.1002/bem.2250110403
Stimulation of cutaneous mechanoreceptors by 60 -Hz electric fields,10.1002/bem.2250080403
Large electrical currents traverse growing pollen tubes,10.1083/jcb.66.3.556
Reconstitution of complete organs from single -cell suspensions of chick embryos in advanced stages of  differentiation,10.1073/pnas.46.9.1177
Possibl e effects of electric blankets and heated waterbeds on fetal development,10.1002/bem.2250070103
Magnetic field exposure related to cancer subtypes,10.1111/j.1749-6632.1987.tb37645.x
Extremely low frequency electromagnetic fields as possible promoters of carconogenesis,10.1007/978-94-009-2526-7_22
Interactions between enzyme catal ysis and non stationary electric fields,10.1007/978-1-4899-1968-7_12
Human circadian rhythms under the  influence of weak electric fields and the different aspects of these studies,10.1007/bf01804614
ELF -effects on human circadian rhythms,10.1007/978-1-4684-9004-6_5
Elongation of initially non -polar protoplasts is oriented by electric fields,10.2307/1541665
Regulatory aspects of low intensity photon emission,10.1007/bf01953306
Biophoton emission,10.1007/bf02788579
Photon emission in tumor biology,10.1007/bf01947996
Intravellular calibration of the flourescent calcium indicator Fura -2,10.1016/0143-4160(90)90061-x
The influence of small applied electrical currents on Na,10.1139/b72-293
Biomagne tism,10.5040/9781472597373.ch-008
Autoradiog raphic study of the effects of pulsed electromagnetic fields on bone and cartilage growth in juvenile rats,10.1016/0003-9969(93)90157-h
The effects of pulsed electromagnet ic energy on peripheral nerve   regeneration,10.1111/j.1749-6632.1974.tb26823.x
Experimental regeneration in peripheral nerves and the spinal cord in laboratory animals exposed to a pulsed electromagnetic field,10.1038/sc.1976.2
Accelerated regeneration in peripheral nerves exposed to pulsed  radio frequency energy,10.1007/978-3-030-01686-9_4
Red light disrupts magnetic orientation of migratory birds,10.1038/364525a0
On the effects of ele ctricity and magnetism on development,10.1007/bf02156356
Large ionic currents leave the primitive streak of the 7.5 day  mouse embryo,10.2307/1541658
Some theoretical considerations on the inhibition of tumor growth by ultrastrong magnetic fields,10.1016/0003-9861(67)90164-6
Bioresponses of bone tumor (chondrosarcoma) cells exposed in vitro  to 60 Hz AC magnetic fields,10.1093/carcin/20.8.1633
Positional information and pattern formation,10.1098/rstb.1981.0152
Towards a theory of development,10.1080/02698595.2015.1179047
Pattern Formation in Biological development,10.1038/scientificamerican1078-154
Regeneration and Cancer,10.1016/s0304-419x(97)00029-2
Possible health effects of 50/60 Hz electric and magnetic fields: review of proposed mechanisms,10.1080/09332480.1989.10554949
Correlation of micro -electrode potential recordings with histology of rat and guinea- pig thyroid glands,10.1113/jphysiol.1963.sp007279
Electrical properties of ovarian cells linked by intercellular bridges,10.1111/j.1749-6632.1974.tb26807.x
Electr ophoresis of proteins in intracellular bridges,10.1016/0010-4485(73)90210-8
Charge -dependent molecular movement through intracellular bridges in Drosophila  follicles,10.2307/1541652
The infl uence of static magnetic fields on skin temperature and blood flow in man,10.1007/978-3-642-71526-6_21
Electrochemical treatment of lung cancer,10.1002/(sici)1521-186x(1997)18:1<8::aid-bem3>3.0.co;2-6
Study of the kinetic patterns of the luminescence of the root system of seedlings,10.1080/03683621.1930.11513359
Pineal sensitivity to pulsed static magnetic fields changes during the photoperiod,10.1016/0361-9230(93)90052-d
Physiological studies on fe rtilization of fish eggs III: activation of the unfertilized egg with electric current,10.2307/1536585
Intercellular communication and carcinogenesis,10.1016/0027-5107(95)00144-1
Effects of microwave exposure on the hamster immune system,10.1002/bem.2250040205
Electrically regulated cellular morphological and cytoskeletal changes on an optically transparent electrode,10.1159/000163506
Time -varying and static magnetic fields act in combination to alter calcium signal transduction in the lymphocyte,10.1016/0014-5793(92)80361-j
Biological effects of continuous exposure of embryos and young chickens to electromagnetic fields emitted by video display units,10.1002/(sici)1521-186x(1997)18:7<514::aid-bem7>3.0.co;2-5
Influence of a constant magnetic field on snail embryogenesis,10.1007/978-1-4615-4867-6_129
The use of DC electric fields to promote regeneration  in the mammalian nervous system,10.3727/036012988816358741
Immune response and   anti -inflammatory activity of pulsed 27 MHz waves in BRAGS  Vol. 2 Zecca,10.1016/j.vetimm.2021.110269
Chick embryo development in 26 KHz electromagnetic field,10.1080/0002889738506818
An evaluation of the biological effects of three different modes of magnetic fields on cultured mammalian cells,10.1088/0952-4746/9/1/007
Directed migration of corneal epithelial sheets in physiolo gical electric fields,10.1242/jcs.109.6.1405
Spontaneous endogenous sup erweak luminescence of rat liver mitochondria in conditions of normal metabolism,10.1016/0006-3002(60)91616-4
Early sea urchin development under the influence of 60 Hz magnetic field s,10.1002/bem.2250110106
Influence of 60 -Hz magnetic fields on sea urchin development,10.1002/bem.2250110106
The interpretation and use of the rotation of biological cells,10.1007/978-3-642-69186-7_19
Effects of pulsing electromagnetic fields on the prenatal and postnatal development in mice and rats,10.1002/tera.1420420207
